Study,Experiment,Modal_flavor,Item_nr,Item_status,Block,Quantifier_type,Sentence_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Martyetal_2023,Exp_2,Deontic,38,Test,Block_A,Nominal,Control_1,Good,Mia,Every box contains a grey ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,green,yellow,blue,Bad,Good,57|3|6|2|61|59|64|63|4|62|1|58|7|60|8|5,-8.265625,-10.921875,-8.265625,-10.921875
Martyetal_2023,Exp_2,Deontic,39,Test,Block_A,Nominal,Control_3,Good,Sam,No box contains a grey ball.,C-CD-C,a blue ball,a blue ball,a blue ball and a green ball,grey,yellow,blue,green,Bad,Good,2|58|3|59|63|5|57|61|8|60|62|7|1|4|64|6,-7.75,-11.484375,-7.75,-11.484375
Martyetal_2023,Exp_2,Deontic,40,Test,Block_A,Nominal,Control_2,Bad,Sam,Every box contains a green ball and a yellow ball.,AB-CD-C,a blue ball and a grey ball,a blue ball,a green ball and a yellow ball,green,yellow,blue,grey,Bad,Good,6|60|7|3|64|5|62|57|63|59|4|2|8|58|1|61,-7.765625,-10.5546875,-7.765625,-10.5546875
Martyetal_2023,Exp_2,Deontic,41,Test,Block_A,Nominal,Test,Target_1,Mia,Every box contains a grey ball or a blue ball.,A-AB-AB,a grey ball and a blue ball,a grey ball,a grey ball and a blue ball,grey,blue,yellow,green,Bad,Good,1|3|63|58|7|61|64|6|8|59|60|5|57|62|4|2,-7.734375,-10.453125,-7.734375,-10.453125
Martyetal_2023,Exp_2,Deontic,42,Test,Block_A,Nominal,Test,Bad,Sam,Every box contains a blue ball or a grey ball.,A-CD-C,a green ball and a yellow ball,a green ball,a blue ball,blue,grey,green,yellow,Bad,Good,6|3|62|60|64|5|57|1|58|7|61|4|2|8|59|63,-7.72265625,-10.5625,-7.72265625,-10.5625
Martyetal_2023,Exp_2,Deontic,43,Test,Block_A,Nominal,Test,Good,Mia,Every box contains a grey ball or a green ball.,A-AB-B,a grey ball,a grey ball and a green ball,a green ball,grey,green,blue,yellow,Bad,Good,62|64|63|5|58|4|6|59|7|1|3|8|2|60|57|61,-7.484375,-10.28125,-7.484375,-10.28125
Martyetal_2023,Exp_2,Deontic,44,Test,Block_A,Nominal,Test,Target_1,Sam,Every box contains a yellow ball or a green ball.,A-AB-A,a yellow ball,a yellow ball,a yellow and a green ball,yellow,green,grey,blue,Bad,Good,1|6|7|8|60|63|62|2|57|3|61|59|58|4|64|5,-8.203125,-10.3125,-8.203125,-10.3125
Martyetal_2023,Exp_2,Deontic,45,Test,Block_A,Nominal,Control_3,Bad,Mia,No box contains a yellow ball.,A-CD-A,a grey ball and a green ball,a yellow ball,a yellow ball,yellow,blue,grey,green,Bad,Good,5|1|4|59|3|64|61|58|7|63|57|2|60|62|6|8,-7.515625,-10.1484375,-7.515625,-10.1484375
Martyetal_2023,Exp_2,Deontic,46,Test,Block_A,Nominal,Test,Target_1,Mia,Every box contains a yellow ball or a blue ball.,A-AB-AB,a yellow ball and a blue ball,a yellow ball,a yellow ball and a blue ball,yellow,blue,green,grey,Bad,Good,3|61|1|6|2|58|64|5|62|63|59|57|4|8|60|7,-7.7890625,-10.2578125,-7.7890625,-10.2578125
Martyetal_2023,Exp_2,Deontic,47,Test,Block_A,Nominal,Control_1,Good,Sam,Every box contains a grey ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,green,blue,yellow,Bad,Good,4|5|64|58|2|1|62|6|63|7|3|59|60|57|8|61,-7.69921875,-11.5625,-7.69921875,-11.5625
Martyetal_2023,Exp_2,Deontic,48,Test,Block_A,Nominal,Control_3,Good,Sam,No box contains a yellow ball.,C-CD-C,a green ball and a blue ball,a green ball,a green ball,yellow,grey,green,blue,Bad,Good,61|1|63|58|3|62|59|7|2|64|5|8|6|4|60|57,-7.74609375,-9.6640625,-7.74609375,-9.6640625
Martyetal_2023,Exp_2,Deontic,49,Test,Block_A,Nominal,Test,Good,Sam,Every box contains a green ball or a grey ball.,A-AB-B,a green ball,a grey ball,a green ball and a grey ball,green,grey,yellow,blue,Bad,Good,2|61|1|64|60|62|58|8|5|4|3|59|6|57|63|7,-8.15625,-10.2890625,-8.15625,-10.2890625
Martyetal_2023,Exp_2,Deontic,50,Test,Block_A,Nominal,Test,Target_2,Sam,Every box contains a grey ball or a yellow ball.,A-AC-AD,a grey ball and a blue ball,a grey ball,a grey ball and a green ball,grey,yellow,green,blue,Bad,Good,60|59|7|3|62|6|61|1|4|63|58|8|2|57|64|5,-7.8046875,-10.5234375,-7.8046875,-10.5234375
Martyetal_2023,Exp_2,Deontic,51,Test,Block_A,Nominal,Test,Target_1,Mia,Every box contains a grey ball or a yellow ball.,A-AB-A,a grey ball,a grey ball,a grey ball and a yellow ball,grey,yellow,green,blue,Bad,Good,59|8|58|3|60|1|7|2|57|64|4|6|62|61|5|63,-7.92578125,-10.6171875,-7.92578125,-10.6171875
Martyetal_2023,Exp_2,Deontic,52,Test,Block_A,Nominal,Control_1,Bad,Mia,Every box contains a grey ball.,A-CD-C,a green ball and a yellow ball,a green ball,a grey ball,grey,blue,green,yellow,Bad,Good,63|57|2|8|61|60|4|6|62|1|7|59|3|5|58|64,-7.38671875,-10.171875,-7.38671875,-10.171875
Martyetal_2023,Exp_2,Deontic,53,Test,Block_A,Nominal,Test,Target_1,Sam,Every box contains a grey ball or a blue ball.,A-AB-AB,a grey ball and a blue ball,a grey ball,a grey ball and a blue ball,grey,blue,green,yellow,Bad,Good,58|6|64|5|61|59|7|60|3|62|4|57|2|63|1|8,-7.796875,-10.59375,-7.796875,-10.59375
Martyetal_2023,Exp_2,Deontic,54,Test,Block_A,Nominal,Test,Bad,Sam,Every box contains a blue ball or a green ball.,A-CD-C,a yellow ball and a grey ball,a yellow ball,a blue ball,blue,green,yellow,grey,Bad,Good,4|61|60|3|58|2|1|6|62|8|7|59|63|5|64|57,-7.7578125,-10.3359375,-7.7578125,-10.3359375
Martyetal_2023,Exp_2,Deontic,55,Test,Block_A,Nominal,Control_4,Good,Sam,No box contains a grey ball or a yellow ball.,C-CD-C,a blue ball and a green ball,a blue ball,a blue ball,grey,yellow,blue,green,Bad,Good,63|6|61|60|5|57|4|59|3|7|62|64|1|8|58|2,-7.8125,-10.59375,-7.8125,-10.59375
Martyetal_2023,Exp_2,Deontic,56,Test,Block_A,Nominal,Test,Target_2,Mia,Every box contains a yellow ball or a green ball.,A-AC-AC,a yellow ball and a grey ball,a yellow ball,a yellow ball and a grey ball,yellow,green,grey,blue,Bad,Good,62|3|5|63|4|58|7|59|8|1|61|64|6|60|2|57,-7.73828125,-10.3359375,-7.73828125,-10.3359375
Martyetal_2023,Exp_2,Deontic,65,Test,Block_B,Modal,Control_2,Bad,Sam,Sam must pick a box with a green ball and a grey ball.,AB-CD-C,a blue ball,a blue ball and a yellow ball,a green ball and a grey ball,green,grey,blue,yellow,Bad,Good,3|7|62|60|63|58|4|61|1|59|2|57|64|6|8|5,-7.4609375,-10.1171875,-7.4609375,-10.1171875
Martyetal_2023,Exp_2,Deontic,66,Test,Block_B,Modal,Control_1,Bad,Mia,Mia must pick a box with a grey ball.,A-CD-C,a green ball,a green ball and a yellow ball,a grey ball,grey,blue,green,yellow,Bad,Good,59|6|5|64|4|63|62|57|61|3|1|58|2|7|60|8,-7.46875,-10.25,-7.46875,-10.25
Martyetal_2023,Exp_2,Deontic,67,Test,Block_B,Modal,Control_1,Bad,Sam,Sam must pick a box with a grey ball.,A-CD-C,a green ball and a yellow ball,a grey ball,a green ball,grey,blue,green,yellow,Bad,Good,7|8|1|6|59|58|2|60|63|61|64|62|3|5|4|57,-7.46484375,-10.1171875,-7.46484375,-10.1171875
Martyetal_2023,Exp_2,Deontic,68,Test,Block_B,Modal,Test,Bad,Sam,Sam must pick a box with a grey ball or a yellow ball.,A-CD-C,a blue ball,a grey ball,a blue ball and a green ball,grey,yellow,blue,green,Bad,Good,6|5|61|62|7|57|64|1|63|60|59|58|2|3|4|8,-8.0078125,-10.4609375,-8.0078125,-10.4609375
Martyetal_2023,Exp_2,Deontic,69,Test,Block_B,Modal,Test,Good,Mia,Mia must pick a box with a green ball or a grey ball.,A-AB-B,a green ball,a green ball and a grey ball,a grey ball,green,grey,yellow,blue,Bad,Good,60|7|59|2|3|63|4|62|64|1|57|58|6|5|61|8,-7.734375,-10.2265625,-7.734375,-10.2265625
Martyetal_2023,Exp_2,Deontic,70,Test,Block_B,Modal,Control_2,Good,Sam,Sam must pick a box with a blue ball and a grey ball.,AB-AB-AB,a blue ball and a grey ball,a blue ball and a grey ball,a blue ball and a grey ball,blue,grey,green,yellow,Bad,Good,6|1|2|63|8|58|4|57|62|64|59|60|7|61|5|3,-8.5703125,-10.515625,-8.5703125,-10.515625
Martyetal_2023,Exp_2,Deontic,71,Test,Block_B,Modal,Test,Good,Mia,Mia must pick a box with a green ball or a blue ball.,A-AB-B,a blue ball,a green ball and a blue ball,a green ball,green,blue,yellow,grey,Bad,Good,6|2|7|8|1|61|57|3|62|58|64|63|4|60|5|59,-7.78515625,-10.3125,-7.78515625,-10.3125
Martyetal_2023,Exp_2,Deontic,72,Test,Block_B,Modal,Test,Good,Sam,Sam must pick a box with a green ball or a yellow ball.,A-AB-B,a green ball,a green ball and a yellow ball,a yellow ball,green,yellow,blue,grey,Bad,Good,2|5|7|6|3|64|60|59|63|58|57|8|1|4|61|62,-7.47265625,-10.0234375,-7.47265625,-10.0234375
Martyetal_2023,Exp_2,Deontic,73,Test,Block_B,Modal,Control_1,Good,Mia,Mia must pick a box with a yellow ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,grey,green,blue,Bad,Good,62|7|6|4|8|5|3|64|61|2|59|63|1|57|60|58,-8.015625,-10.5234375,-8.015625,-10.5234375
Martyetal_2023,Exp_2,Deontic,74,Test,Block_B,Modal,Control_3,Bad,Sam,Sam cannot pick a box with a yellow ball.,A-CD-A,a yellow ball,a blue ball and a grey ball,a yellow ball,yellow,green,blue,grey,Bad,Good,5|4|6|3|57|8|2|59|61|62|64|7|1|63|58|60,-8.0546875,-10.3046875,-8.0546875,-10.3046875
Martyetal_2023,Exp_2,Deontic,75,Test,Block_B,Modal,Control_4,Bad,Sam,Sam cannot pick a box with a yellow ball or a blue ball.,A-CD-A,a yellow ball,a yellow ball,a grey ball and a green ball,yellow,blue,grey,green,Bad,Good,59|5|1|8|62|7|4|60|64|3|58|61|63|6|57|2,-7.94140625,-10.328125,-7.94140625,-10.328125
Martyetal_2023,Exp_2,Deontic,76,Test,Block_B,Modal,Control_4,Bad,Mia,Mia cannot pick a box with a grey ball or a green ball.,A-CD-A,a grey ball,a grey ball,a yellow ball and a blue ball,grey,green,yellow,blue,Bad,Good,3|62|57|61|1|59|5|2|60|6|4|58|8|63|7|64,-7.6015625,-10.2109375,-7.6015625,-10.2109375
Martyetal_2023,Exp_2,Deontic,77,Test,Block_B,Modal,Test,Good,Mia,Mia must pick a box with a green ball or a yellow ball.,A-AB-B,a yellow ball,a green ball and a yellow ball,a green ball,green,yellow,grey,blue,Bad,Good,60|6|7|62|4|58|64|8|61|1|57|3|59|63|5|2,-7.765625,-10.1953125,-7.765625,-10.1953125
Martyetal_2023,Exp_2,Deontic,78,Test,Block_B,Modal,Control_1,Good,Sam,Sam must pick a box with a green ball.,A-A-A,a green ball,a green ball,a green ball,green,yellow,grey,blue,Bad,Good,64|5|58|3|4|57|60|59|7|61|8|63|2|62|1|6,-8.265625,-10.625,-8.265625,-10.625
Martyetal_2023,Exp_2,Deontic,79,Test,Block_B,Modal,Control_2,Good,Sam,Sam must pick a box with a grey ball and a green ball.,AB-AB-AB,a grey ball and a green ball,a grey ball and a green ball,a grey ball and a green ball,grey,green,blue,yellow,Bad,Good,4|61|2|63|60|5|1|6|57|3|58|7|62|59|8|64,-8.453125,-10.515625,-8.453125,-10.515625
Martyetal_2023,Exp_2,Deontic,80,Test,Block_B,Modal,Test,Bad,Mia,Mia must pick a box with a blue ball or a green ball.,A-CD-C,a yellow ball and a grey ball,a yellow ball,a blue ball,blue,green,yellow,grey,Bad,Good,58|63|4|57|62|60|61|1|8|6|5|7|3|59|64|2,-8.4765625,-10.421875,-8.4765625,-10.421875
Martyetal_2023,Exp_2,Deontic,81,Test,Block_B,Modal,Test,Target_2,Sam,Sam must pick a box with a blue ball or a yellow ball.,A-AC-AC,a blue ball,a blue ball and a green ball,a blue ball and a green ball,blue,yellow,green,grey,Bad,Good,4|3|2|5|62|1|58|7|63|64|60|8|57|6|59|61,-7.5546875,-10.140625,-7.5546875,-10.140625
Martyetal_2023,Exp_2,Deontic,82,Test,Block_B,Modal,Test,Bad,Mia,Mia must pick a box with a blue ball or a green ball.,A-CD-C,a blue ball,a yellow ball and a grey ball,a yellow ball,blue,green,yellow,grey,Bad,Good,6|60|61|4|58|59|3|64|62|2|5|63|1|8|57|7,-7.828125,-10.3125,-7.828125,-10.3125
Martyetal_2023,Exp_2,Deontic,83,Test,Block_B,Modal,Test,Target_2,Mia,Mia must pick a box with a green ball or a grey ball.,A-AC-AD,a green ball,a green ball and a yellow ball,a green ball and a blue ball,green,grey,blue,yellow,Bad,Good,62|60|4|8|64|59|7|58|57|63|3|6|5|61|1|2,-7.76171875,-10.1875,-7.76171875,-10.1875
Martyetal_2023,Exp_2,Deontic,84,Test,Block_B,Modal,Test,Target_1,Mia,Mia must pick a box with a green ball or a yellow ball.,A-AB-A,a green ball,a green ball,a green ball and a yellow ball,green,yellow,blue,grey,Bad,Good,60|64|57|8|58|1|2|5|4|62|7|59|63|6|61|3,-7.51171875,-10.09375,-7.51171875,-10.09375
Martyetal_2023,Exp_2,Deontic,85,Test,Block_B,Modal,Control_3,Good,Sam,Sam cannot pick a box with a yellow ball.,C-CD-C,a blue ball and a green ball,a blue ball,a blue ball,yellow,grey,blue,green,Bad,Good,1|60|8|6|59|3|2|58|7|57|64|4|63|5|62|61,-7.4921875,-10.1484375,-7.4921875,-10.1484375
Martyetal_2023,Exp_2,Deontic,86,Test,Block_B,Modal,Test,Good,Mia,Mia must pick a box with a yellow ball or a grey ball.,A-AB-B,a grey ball,a yellow ball,a yellow ball and a grey ball,yellow,grey,blue,green,Bad,Good,6|5|58|60|7|57|3|61|64|59|4|62|1|63|8|2,-7.45703125,-10.28125,-7.45703125,-10.28125
Martyetal_2023,Exp_2,Deontic,87,Test,Block_B,Modal,Test,Good,Sam,Sam must pick a box with a green ball or a grey ball.,A-AB-B,a green ball,a green ball and a grey ball,a grey ball,green,grey,blue,yellow,Bad,Good,64|3|58|6|7|63|59|62|2|5|8|1|4|57|60|61,-7.484375,-10.1015625,-7.484375,-10.1015625
Martyetal_2023,Exp_2,Deontic,88,Test,Block_B,Modal,Control_4,Bad,Mia,Mia cannot pick a box with a grey ball or a yellow ball.,A-CD-A,a blue ball and a green ball,a grey ball,a grey ball,grey,yellow,blue,green,Bad,Good,5|58|4|57|60|6|1|3|8|59|62|61|63|2|64|7,-8.421875,-10.359375,-8.421875,-10.359375
Martyetal_2023,Exp_2,Deontic,89,Test,Block_B,Modal,Control_3,Good,Sam,Sam cannot pick a box with a blue ball.,C-CD-C,a grey ball,a grey ball and a green ball,a grey ball,blue,yellow,grey,green,Bad,Good,57|60|8|3|6|64|7|5|1|63|61|59|62|2|58|4,-7.99609375,-10.2265625,-7.99609375,-10.2265625
Martyetal_2023,Exp_2,Deontic,90,Test,Block_B,Modal,Test,Target_2,Mia,Mia must pick a box with a blue ball or a yellow ball.,A-AC-AC,a blue ball and a grey ball,a blue ball,a blue ball and a grey ball,blue,yellow,grey,green,Bad,Good,61|6|62|64|59|1|57|8|3|2|4|63|60|7|58|5,-8.5234375,-10.40625,-8.5234375,-10.40625
Martyetal_2023,Exp_2,Deontic,91,Test,Block_B,Modal,Test,Target_1,Mia,Mia must pick a box with a yellow ball or a blue ball.,A-AB-AB,a yellow ball and a blue ball,a yellow ball and a blue ball,a yellow ball,yellow,blue,green,grey,Bad,Good,3|63|7|1|58|59|64|5|6|60|8|4|62|2|61|57,-7.828125,-9.9453125,-7.828125,-9.9453125
Martyetal_2023,Exp_2,Deontic,92,Test,Block_B,Modal,Control_1,Good,Mia,Mia must pick a box with a green ball.,A-A-A,a green ball,a green ball,a green ball,green,yellow,grey,blue,Bad,Good,61|8|2|7|6|1|59|57|60|3|64|62|5|63|4|58,-7.87109375,-10.375,-7.87109375,-10.375
Martyetal_2023,Exp_2,Deontic,93,Test,Block_B,Modal,Control_2,Good,Sam,Sam must pick a box with a yellow ball and a grey ball.,AB-AB-AB,a yellow ball and a grey ball,a yellow ball and a grey ball,a yellow ball and a grey ball,yellow,grey,blue,green,Bad,Good,3|62|57|64|6|63|2|58|8|61|7|1|59|60|4|5,-8.59375,-10.5390625,-8.59375,-10.5390625
Martyetal_2023,Exp_2,Deontic,94,Test,Block_B,Modal,Control_2,Bad,Sam,Sam must pick a box with a blue ball and a yellow ball.,AB-CD-C,a blue ball and a yellow ball,a grey ball,a grey ball and a green ball,blue,yellow,grey,green,Bad,Good,58|63|62|57|60|64|61|7|2|1|59|4|5|8|6|3,-7.71875,-10.15625,-7.71875,-10.15625
