Study,Experiment,Item_nr,Item_status,Sentence_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Deganoetal_2024,Exp_1,27,Test,Test,Bad,Mia,`The mystery box contains a grey ball or a green ball.',A-CD-C,a blue ball and a yellow ball,a grey ball,a blue ball,grey,green,blue,yellow,Bad,Good,6|5|3|4|7|2|1|8,-5.47011137008667,-6.51698637008667,-5.47011137008667,-6.51698637008667
Deganoetal_2024,Exp_1,28,Test,Test,Bad,Mia,`The mystery box contains a yellow ball or a green ball.',A-CD-C,a grey ball and a blue ball,a yellow ball,a grey ball,yellow,green,grey,blue,Bad,Good,4|1|8|6|5|3|7|2,-5.78718376159668,-6.05280876159668,-5.78718376159668,-6.05280876159668
Deganoetal_2024,Exp_1,29,Test,Test,Bad,Sam,`The mystery box contains a blue ball or a grey ball.',A-CD-C,a green ball,a green ball and a yellow ball,a blue ball,blue,grey,green,yellow,Bad,Good,1|7|2|4|6|8|3|5,-5.34592866897583,-6.04124116897583,-5.34592866897583,-6.04124116897583
Deganoetal_2024,Exp_1,30,Test,Control_1,Bad,Mia,`The mystery box contains a green ball.',A-CD-C,a grey ball,a green ball,a grey ball and a yellow ball,green,blue,grey,yellow,Bad,Good,4|7|5|3|2|1|8|6,-5.74849796295166,-5.64693546295166,-5.74849796295166,-5.64693546295166
Deganoetal_2024,Exp_1,31,Test,Control_2,Good,Mia,`The mystery box does not contain a yellow ball.',C-CD-C,a grey ball and a blue ball,a grey ball,a grey ball,yellow,green,grey,blue,Bad,Good,8|5|3|6|2|4|7|1,-4.951483726501465,-6.193671226501465,-4.951483726501465,-6.193671226501465
Deganoetal_2024,Exp_1,32,Test,Control_1,Bad,Sam,`The mystery box contains a blue ball.',A-CD-C,a green ball and a yellow ball,a green ball,a blue ball,blue,grey,green,yellow,Bad,Good,4|1|7|6|3|2|5|8,-5.412840366363525,-6.201902866363525,-5.412840366363525,-6.201902866363525
Deganoetal_2024,Exp_1,33,Test,Test,Good-Excl,Mia,`The mystery box contains a green ball or a yellow ball.',A-AB-B,a green ball and a yellow ball,a green ball,a yellow ball,green,yellow,grey,blue,Bad,Good,4|5|6|1|7|2|3|8,-5.068774700164795,-6.396899700164795,-5.068774700164795,-6.396899700164795
Deganoetal_2024,Exp_1,34,Test,Control_3,Bad,Mia,`The mystery box contains a yellow ball and a green ball.',AB-CD-C,a grey ball,a grey ball and a blue ball,a yellow and a green ball,yellow,green,grey,blue,Bad,Good,3|6|2|5|1|8|7|4,-4.994104385375977,-5.126916885375977,-4.994104385375977,-5.126916885375977
Deganoetal_2024,Exp_1,35,Test,Control_1,Bad,Mia,`The mystery box contains a grey ball.',A-CD-C,a blue ball,a blue ball and a yellow ball,a grey ball,grey,green,blue,yellow,Bad,Good,7|6|3|8|4|1|5|2,-5.682141304016113,-5.846203804016113,-5.682141304016113,-5.846203804016113
Deganoetal_2024,Exp_1,36,Test,Test,Target_1,Mia,`The mystery box contains a yellow ball or a grey ball.',A-AB-AB,a yellow ball and a grey ball,a yellow ball,a yellow ball and a grey ball,yellow,grey,green,blue,Bad,Good,6|4|1|5|3|2|7|8,-5.335585117340088,-7.335585117340088,-5.335585117340088,-7.335585117340088
Deganoetal_2024,Exp_1,37,Test,Control_3,Good,Sam,`The mystery box contains a grey ball and a green ball.',AB-AB-AB,a grey ball and a green ball,a grey ball and a green ball,a grey ball and a green ball,grey,green,blue,yellow,Bad,Good,5|7|2|4|3|1|8|6,-5.027801036834717,-6.613738536834717,-5.027801036834717,-6.613738536834717
Deganoetal_2024,Exp_1,38,Test,Control_4,Bad,Mia,`The mystery box does not contain a yellow ball or a green ball.',A-CD-A,a blue ball and a grey ball,a yellow ball,a yellow ball,yellow,green,blue,grey,Bad,Good,3|1|2|5|8|4|7|6,-5.397510051727295,-6.530322551727295,-5.397510051727295,-6.530322551727295
Deganoetal_2024,Exp_1,39,Test,Control_4,Bad,Sam,`The mystery box does not contain a green ball or a grey ball.',A-CD-A,a green ball,a green ball,a yellow ball and a blue ball,green,grey,yellow,blue,Bad,Good,3|8|1|5|6|2|7|4,-5.39564847946167,-6.10658597946167,-5.39564847946167,-6.10658597946167
Deganoetal_2024,Exp_1,40,Test,Control_2,Bad,Sam,`The mystery box does not contain a blue ball.',A-CD-A,a blue ball,a blue ball,a grey ball and a green ball,blue,yellow,grey,green,Bad,Good,2|7|3|8|1|5|4|6,-4.982934474945068,-4.936059474945068,-4.982934474945068,-4.936059474945068
Deganoetal_2024,Exp_1,41,Test,Test,Good,Sam,`The mystery box contains a green ball or a yellow ball.',A-AC-B,a yellow ball,a green ball,a green ball and a grey ball,green,yellow,grey,blue,Bad,Good,6|7|3|4|5|1|2|8,-5.259838104248047,-6.384838104248047,-5.259838104248047,-6.384838104248047
Deganoetal_2024,Exp_1,42,Test,Control_4,Good,Sam,`The mystery box does not contain a blue ball or a green ball.',C-CD-C,a grey ball,a grey ball and a yellow ball,a grey ball,blue,green,grey,yellow,Bad,Good,7|3|6|1|5|4|8|2,-4.987501621246338,-5.807814121246338,-4.987501621246338,-5.807814121246338
Deganoetal_2024,Exp_1,43,Test,Test,Bad,Sam,`The mystery box contains a blue ball or a grey ball.',A-CD-C,a yellow ball,a yellow and a green ball,a blue ball,blue,grey,yellow,green,Bad,Good,2|5|6|7|3|1|8|4,-4.603686332702637,-5.189623832702637,-4.603686332702637,-5.189623832702637
Deganoetal_2024,Exp_1,44,Test,Test,Target_2,Sam,`The mystery box contains a yellow ball or a green ball.',A-AC-AC,a yellow ball and a blue ball,a yellow ball,a yellow ball and a blue ball,yellow,green,blue,grey,Bad,Good,6|1|2|3|4|7|8|5,-5.5177106857299805,-6.4942731857299805,-5.5177106857299805,-6.4942731857299805
Deganoetal_2024,Exp_1,45,Test,Test,Target_1,Sam,`The mystery box contains a grey ball or a blue ball.',A-AB-A,a grey ball,a grey ball,a grey ball and a blue ball,grey,blue,yellow,green,Bad,Good,7|1|4|3|6|5|2|8,-5.178177356719971,-6.232864856719971,-5.178177356719971,-6.232864856719971
Deganoetal_2024,Exp_1,46,Test,Control_4,Good,Mia,`The mystery box does not contain a grey ball or a blue ball.',C-CD-C,a yellow ball,a yellow and a green ball,a yellow ball,grey,blue,yellow,green,Bad,Good,4|5|3|8|2|1|6|7,-5.623992919921875,-6.991180419921875,-5.623992919921875,-6.991180419921875
Deganoetal_2024,Exp_1,47,Test,Test,Bad,Sam,`The mystery box contains a yellow ball or a grey ball.',A-CD-C,a green ball,a green ball and a blue ball,a yellow ball,yellow,grey,green,blue,Bad,Good,1|5|8|3|2|7|4|6,-4.558241844177246,-5.151991844177246,-4.558241844177246,-5.151991844177246
Deganoetal_2024,Exp_1,48,Test,Test,Target_1,Mia,`The mystery box contains a green ball or a yellow ball.',A-AB-A,a green ball,a green ball and a yellow ball,a green ball,green,yellow,blue,grey,Bad,Good,7|3|1|5|6|8|2|4,-5.023475170135498,-6.000037670135498,-5.023475170135498,-6.000037670135498
Deganoetal_2024,Exp_1,49,Test,Test,Good,Sam,`The mystery box contains a yellow ball or a grey ball.',A-AC-B,a yellow ball,a grey ball,a yellow and a green ball,yellow,grey,green,blue,Bad,Good,6|2|3|1|8|5|4|7,-4.851420879364014,-6.077983379364014,-4.851420879364014,-6.077983379364014
Deganoetal_2024,Exp_1,50,Test,Control_3,Good,Sam,`The mystery box contains a green ball and a yellow ball.',AB-AB-AB,a green ball and a yellow ball,a green ball and a yellow ball,a green ball and a yellow ball,green,yellow,blue,grey,Bad,Good,7|6|8|4|1|3|5|2,-4.864474773406982,-6.544162273406982,-4.864474773406982,-6.544162273406982
Deganoetal_2024,Exp_1,51,Test,Test,Good-Excl,Mia,`The mystery box contains a yellow ball or a grey ball.',A-AB-B,a yellow ball,a grey ball,a yellow ball and a grey ball,yellow,grey,blue,green,Bad,Good,2|1|3|5|6|8|4|7,-5.332318305969238,-6.754193305969238,-5.332318305969238,-6.754193305969238
Deganoetal_2024,Exp_1,52,Test,Control_2,Good,Sam,`The mystery box does not contain a blue ball.',C-CD-C,a grey ball,a grey ball and a green ball,a grey ball,blue,yellow,grey,green,Bad,Good,2|8|4|5|3|6|7|1,-4.726804733276367,-5.890867233276367,-4.726804733276367,-5.890867233276367
Deganoetal_2024,Exp_1,53,Test,Control_2,Good,Mia,`The mystery box does not contain a green ball.',C-CD-C,a grey ball and a blue ball,a grey ball,a grey ball,green,yellow,grey,blue,Bad,Good,3|6|7|2|4|8|5|1,-5.398311614990234,-6.476436614990234,-5.398311614990234,-6.476436614990234
Deganoetal_2024,Exp_1,54,Test,Control_1,Good,Sam,`The mystery box contains a grey ball.',A-A-A,a grey ball,a grey ball,a grey ball,grey,green,yellow,blue,Bad,Good,5|2|3|8|6|4|1|7,-4.471862316131592,-7.151549816131592,-4.471862316131592,-7.151549816131592
Deganoetal_2024,Exp_1,55,Test,Control_3,Bad,Sam,`The mystery box contains a yellow ball and a green ball.',AB-CD-C,a grey ball and a blue ball,a yellow and a green ball,a grey ball,yellow,green,grey,blue,Bad,Good,4|8|5|6|7|2|1|3,-5.804644584655762,-5.656207084655762,-5.804644584655762,-5.656207084655762
Deganoetal_2024,Exp_1,56,Test,Control_3,Bad,Sam,`The mystery box contains a yellow ball and a grey ball.',AB-CD-C,a green ball,a yellow ball and a grey ball,a green ball and a blue ball,yellow,grey,green,blue,Bad,Good,3|4|2|5|8|1|6|7,-5.47757625579834,-6.34476375579834,-5.47757625579834,-6.34476375579834
