Study,Experiment,Item_nr,Item_status,Sentence_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Deganoetal_2024,Exp_3,28,Test,Test,Target_2,Mia,`The mystery box contains a grey ball or a green ball.',A-AA-AA,a green ball and a green ball,a green ball,a green ball and a green ball,green,grey,blue,yellow,Bad,Good,1|5|6|4|7|2|8|3,-2.4896419048309326,-2.7072935104370117,-4.979283809661865,-5.414587020874023
Deganoetal_2024,Exp_3,29,Test,Test,Good,Mia,`The mystery box contains a grey ball or a blue ball.',A-AA-B,a blue ball,a blue ball and a blue ball,a grey ball,blue,grey,green,yellow,Bad,Good,3|7|4|6|8|2|1|5,-2.760573625564575,-2.747528553009033,-5.52114725112915,-5.495057106018066
Deganoetal_2024,Exp_3,30,Test,Test,Target_1,Sam,`The mystery box contains a yellow ball or a green ball.',A-AB-AB,a green ball and a yellow ball,a green ball,a green ball and a yellow ball,green,yellow,blue,grey,Bad,Good,5|7|6|2|8|3|4|1,-2.419804334640503,-2.8389456272125244,-4.839608669281006,-5.677891254425049
Deganoetal_2024,Exp_3,31,Test,Control_1,Good,Sam,`The mystery box contains a blue ball.',A-A-A,a blue ball,a blue ball,a blue ball,blue,yellow,grey,green,Bad,Good,8|4|6|7|1|3|2|5,-2.7310240268707275,-2.955740451812744,-5.462048053741455,-5.911480903625488
Deganoetal_2024,Exp_3,32,Test,Control_4,Bad,Sam,`The mystery box does not contain a blue ball or a grey ball.',A-CD-B,a blue ball,a yellow and a green ball,a grey ball,blue,grey,yellow,green,Bad,Good,5|8|6|2|3|7|4|1,-2.402773141860962,-3.1142194271087646,-4.805546283721924,-6.228438854217529
Deganoetal_2024,Exp_3,33,Test,Control_2,Bad,Mia,`The mystery box does not contain a blue ball.',A-CD-A,a blue ball,a green ball and a yellow ball,a blue ball,blue,grey,green,yellow,Bad,Good,4|1|7|2|8|3|5|6,-2.3894877433776855,-3.032606840133667,-4.778975486755371,-6.065213680267334
Deganoetal_2024,Exp_3,34,Test,Test,Bad,Mia,`The mystery box contains a yellow ball or a grey ball.',A-CD-B,a yellow ball,a green ball and a blue ball,a grey ball,grey,yellow,green,blue,Bad,Good,6|1|5|2|7|8|3|4,-2.7575199604034424,-2.727623462677002,-5.515039920806885,-5.455246925354004
Deganoetal_2024,Exp_3,35,Test,Test,Bad,Mia,`The mystery box contains a yellow ball or a blue ball.',A-CD-B,a grey ball and a green ball,a blue ball,a yellow ball,blue,yellow,grey,green,Bad,Good,8|6|1|5|3|4|2|7,-2.4427735805511475,-2.9000115394592285,-4.885547161102295,-5.800023078918457
Deganoetal_2024,Exp_3,36,Test,Control_2,Good,Mia,`The mystery box does not contain a blue ball.',C-CD-C,a green ball and a yellow ball,a green ball,a green ball,blue,grey,green,yellow,Bad,Good,2|8|4|5|6|3|7|1,-2.7047488689422607,-2.7539901733398438,-5.4094977378845215,-5.5079803466796875
Deganoetal_2024,Exp_3,37,Test,Control_4,Good,Sam,`The mystery box does not contain a green ball or a grey ball.',C-CD-C,a blue ball,a blue ball,a blue ball and a yellow ball,green,grey,blue,yellow,Bad,Good,8|1|7|5|6|4|2|3,-2.347896099090576,-3.0804443359375,-4.695792198181152,-6.160888671875
Deganoetal_2024,Exp_3,38,Test,Control_3,Good,Sam,`The mystery box contains a blue ball and a grey ball.',AB-AB-AB,a blue ball and a grey ball,a blue ball and a grey ball,a blue ball and a grey ball,blue,grey,yellow,green,Bad,Good,1|7|3|8|5|2|6|4,-2.876664161682129,-2.8067262172698975,-5.753328323364258,-5.613452434539795
Deganoetal_2024,Exp_3,39,Test,Test,Target_1,Sam,`The mystery box contains a grey ball or a blue ball.',A-AB-AB,a blue ball and a grey ball,a blue ball,a blue ball and a grey ball,blue,grey,green,yellow,Bad,Good,1|5|7|6|8|4|3|2,-2.7629594802856445,-2.865271806716919,-5.525918960571289,-5.730543613433838
Deganoetal_2024,Exp_3,40,Test,Test,Target_2,Sam,`The mystery box contains a blue ball or a grey ball.',A-AA-A,a grey ball,a grey ball and a grey ball,a grey ball,grey,blue,yellow,green,Bad,Good,4|1|3|5|2|8|7|6,-2.8207828998565674,-2.819995641708374,-5.641565799713135,-5.639991283416748
Deganoetal_2024,Exp_3,41,Test,Control_3,Bad,Sam,`The mystery box contains a blue ball and a green ball.',A-AA-B,a green ball,a blue ball and a blue ball,a blue ball,blue,green,yellow,grey,Bad,Good,5|4|6|3|7|2|1|8,-2.362802028656006,-2.7230403423309326,-4.725604057312012,-5.446080684661865
Deganoetal_2024,Exp_3,42,Test,Control_2,Good,Mia,`The mystery box does not contain a green ball.',C-CD-C,a grey ball and a blue ball,a grey ball,a grey ball,green,yellow,grey,blue,Bad,Good,6|4|2|1|7|3|5|8,-2.66440749168396,-2.7568395137786865,-5.32881498336792,-5.513679027557373
Deganoetal_2024,Exp_3,43,Test,Control_1,Good,Mia,`The mystery box contains a green ball.',A-A-A,a green ball,a green ball,a green ball,green,blue,yellow,grey,Bad,Good,8|2|4|1|5|7|6|3,-2.3972437381744385,-2.654064416885376,-4.794487476348877,-5.308128833770752
Deganoetal_2024,Exp_3,44,Test,Test,Bad,Mia,`The mystery box contains a yellow ball or a blue ball.',A-CD-B,a blue ball,a yellow ball,a grey ball and a green ball,blue,yellow,grey,green,Bad,Good,2|4|6|7|3|8|1|5,-2.430115222930908,-2.8514835834503174,-4.860230445861816,-5.702967166900635
Deganoetal_2024,Exp_3,45,Test,Test,Target_2,Sam,`The mystery box contains a blue ball or a green ball.',A-AA-AA,a green ball,a green ball and a green ball,a green ball and a green ball,green,blue,yellow,grey,Bad,Good,6|3|1|5|2|8|4|7,-2.4638006687164307,-2.7623860836029053,-4.927601337432861,-5.5247721672058105
Deganoetal_2024,Exp_3,46,Test,Test,Target_1,Sam,`The mystery box contains a grey ball or a blue ball.',A-AB-A,a blue ball,a blue ball,a blue ball and a grey ball,blue,grey,yellow,green,Bad,Good,6|8|1|2|3|4|5|7,-2.331225633621216,-3.053175210952759,-4.662451267242432,-6.106350421905518
Deganoetal_2024,Exp_3,47,Test,Test,Bad,Sam,`The mystery box contains a grey ball or a green ball.',A-CD-B,a grey ball,a green ball,a blue ball and a yellow ball,green,grey,blue,yellow,Bad,Good,7|5|1|6|3|8|2|4,-2.3279192447662354,-2.942142963409424,-4.655838489532471,-5.884285926818848
Deganoetal_2024,Exp_3,48,Test,Test,Bad,Mia,`The mystery box contains a green ball or a grey ball.',A-CD-B,a grey ball,a blue ball and a yellow ball,a green ball,grey,green,blue,yellow,Bad,Good,7|1|6|4|3|2|8|5,-2.4483258724212646,-2.8147192001342773,-4.896651744842529,-5.629438400268555
Deganoetal_2024,Exp_3,49,Test,Control_4,Good,Sam,`The mystery box does not contain a blue ball or a green ball.',C-CD-C,a grey ball,a grey ball and a yellow ball,a grey ball,blue,green,grey,yellow,Bad,Good,7|4|2|3|5|8|1|6,-2.74923038482666,-2.8647069931030273,-5.49846076965332,-5.729413986206055
Deganoetal_2024,Exp_3,50,Test,Control_3,Bad,Mia,`The mystery box contains a green ball and a blue ball.',A-AA-B,a green ball,a green ball and a green ball,a blue ball,green,blue,grey,yellow,Bad,Good,7|8|4|1|3|5|2|6,-2.8504581451416016,-2.541412353515625,-5.700916290283203,-5.08282470703125
Deganoetal_2024,Exp_3,51,Test,Test,Good,Mia,`The mystery box contains a blue ball or a grey ball.',A-AA-B,a grey ball,a blue ball,a grey ball and a grey ball,grey,blue,green,yellow,Bad,Good,5|2|1|8|6|4|3|7,-2.443537473678589,-2.823448896408081,-4.887074947357178,-5.646897792816162
Deganoetal_2024,Exp_3,52,Test,Control_3,Bad,Sam,`The mystery box contains a grey ball and a green ball.',A-AA-B,a grey ball,a green ball,a grey ball and a grey ball,grey,green,yellow,blue,Bad,Good,2|1|3|6|5|8|7|4,-2.299593925476074,-2.767268419265747,-4.599187850952148,-5.534536838531494
Deganoetal_2024,Exp_3,53,Test,Test,Target_2,Mia,`The mystery box contains a yellow ball or a blue ball.',A-AA-A,a blue ball,a blue ball and a blue ball,a blue ball,blue,yellow,grey,green,Bad,Good,3|2|6|4|7|1|5|8,-2.7695789337158203,-2.702680826187134,-5.539157867431641,-5.405361652374268
Deganoetal_2024,Exp_3,54,Test,Control_2,Bad,Sam,`The mystery box does not contain a blue ball.',A-CD-A,a blue ball,a blue ball,a grey ball and a yellow ball,blue,green,grey,yellow,Bad,Good,5|3|1|7|6|8|4|2,-2.4001271724700928,-3.0975608825683594,-4.8002543449401855,-6.195121765136719
Deganoetal_2024,Exp_3,55,Test,Test,Target_2,Sam,`The mystery box contains a blue ball or a grey ball.',A-AA-AA,a grey ball and a grey ball,a grey ball and a grey ball,a grey ball,grey,blue,yellow,green,Bad,Good,5|3|8|7|1|4|2|6,-2.841500759124756,-2.8150744438171387,-5.683001518249512,-5.630148887634277
Deganoetal_2024,Exp_3,56,Test,Control_1,Bad,Sam,`The mystery box contains a green ball.',A-CD-C,a green ball,a blue ball,a blue ball and a yellow ball,green,grey,blue,yellow,Bad,Good,3|7|8|1|5|4|6|2,-2.9704627990722656,-2.7375636100769043,-5.940925598144531,-5.475127220153809
