Study,Experiment,Item_nr,Item_status,Negation,Polarity,Inference_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,model,chosen_response,prob_good,prob_bad
Martyetal_2022,Exp_4,57,Test,High,Positive,FC,Good,Sam,It is possible that the mystery box contains either a yellow ball or a grey ball.,A-C-B,a yellow ball,a blue ball,a grey ball,yellow,grey,blue,green,Bad,Good,falcon-7b,bad,0.4824291133858136,0.5175708866141864
Martyetal_2022,Exp_4,58,Test,High,Negative,II,Target,Mia,The mystery box does not contain both a yellow ball and a green ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,green,blue,grey,Bad,Good,falcon-7b,bad,0.3344807394161741,0.6655192605838259
Martyetal_2022,Exp_4,59,Test,High,Positive,II,Good,Sam,The mystery box contains either a grey ball or a green ball.,A-B-A,a grey ball,a green ball,a grey ball,grey,green,yellow,blue,Bad,Good,falcon-7b,bad,0.42787476949173586,0.5721252305082642
Martyetal_2022,Exp_4,60,Test,High,Negative,DIST,Target,Mia,It is not possible that the mystery box contains both a grey ball and a green ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,green,blue,yellow,Bad,Good,falcon-7b,good,0.6888871743462827,0.31111282565371734
Martyetal_2022,Exp_4,61,Test,High,Negative,SI,Good,Mia,It is not certain that the mystery box contains a green ball.,A-D-A,a green ball,a yellow ball,a green ball,green,blue,grey,yellow,Bad,Good,falcon-7b,good,0.5573635027507514,0.4426364972492486
Martyetal_2022,Exp_4,62,Test,High,Positive,SI,Bad,Mia,It is possible that the mystery box contains a grey ball.,D-D-D,a blue ball,a blue ball,a blue ball,grey,green,yellow,blue,Bad,Good,falcon-7b,bad,0.4670886703572909,0.5329113296427092
Martyetal_2022,Exp_4,63,Test,High,Positive,II,Target,Sam,The mystery box contains either a grey ball or a blue ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,blue,yellow,green,Bad,Good,falcon-7b,good,0.7124322965567338,0.2875677034432663
Martyetal_2022,Exp_4,64,Test,High,Negative,SI,Bad,Sam,It is not certain that the mystery box contains a grey ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,green,yellow,blue,Bad,Good,falcon-7b,bad,0.2927974720636887,0.7072025279363112
Martyetal_2022,Exp_4,65,Test,High,Negative,FC,Bad,Mia,It is not certain that the mystery box contains both a blue ball and a yellow ball.,AB-AB-AB,a blue ball and a yellow ball,a blue ball and a yellow ball,a blue ball and a yellow ball,blue,yellow,green,grey,Bad,Good,falcon-7b,bad,0.25898139049982116,0.7410186095001788
Martyetal_2022,Exp_4,66,Test,High,Positive,II,Target,Mia,The mystery box contains either a grey ball or a green ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,green,yellow,blue,Bad,Good,falcon-7b,bad,0.2704802220302491,0.729519777969751
Martyetal_2022,Exp_4,67,Test,High,Positive,DIST,Good,Sam,It is certain that the mystery box contains either a grey ball or a yellow ball.,A-AB-B,a grey ball,a grey ball and a yellow ball,a yellow ball,grey,yellow,green,blue,Bad,Good,falcon-7b,bad,0.4737789600093643,0.5262210399906356
Martyetal_2022,Exp_4,68,Test,High,Negative,SI,Target,Sam,It is not certain that the mystery box contains a grey ball.,D-D-D,a blue ball,a blue ball,a blue ball,grey,green,yellow,blue,Bad,Good,falcon-7b,bad,0.45931864259734567,0.5406813574026543
Martyetal_2022,Exp_4,69,Test,High,Negative,SI,Target,Mia,It is not certain that the mystery box contains a yellow ball.,D-D-D,a green ball,a green ball,a green ball,yellow,blue,grey,green,Bad,Good,falcon-7b,bad,0.36954257099891497,0.630457429001085
Martyetal_2022,Exp_4,70,Test,High,Positive,SI,Bad,Sam,It is possible that the mystery box contains a green ball.,D-D-D,a yellow ball,a yellow ball,a yellow ball,green,blue,grey,yellow,Bad,Good,falcon-7b,good,0.6427689010142742,0.35723109898572586
Martyetal_2022,Exp_4,71,Test,High,Positive,FC,Target,Mia,It is possible that the mystery box contains either a blue ball or a green ball.,A-C-A,a blue ball,a grey ball,a blue ball,blue,green,grey,yellow,Bad,Good,falcon-7b,good,0.6389479307034645,0.3610520692965356
Martyetal_2022,Exp_4,72,Test,High,Negative,DIST,Target,Mia,It is not possible that the mystery box contains both a green ball and a blue ball.,A-A-A,a green ball,a green ball,a green ball,green,blue,yellow,grey,Bad,Good,falcon-7b,bad,0.252568353832764,0.747431646167236
Martyetal_2022,Exp_4,73,Test,High,Negative,II,Target,Mia,The mystery box does not contain both a yellow ball and a green ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,green,blue,grey,Bad,Good,falcon-7b,good,0.6807725110199543,0.31922748898004577
Martyetal_2022,Exp_4,74,Test,High,Negative,DIST,Bad,Mia,It is not possible that the mystery box contains both a yellow ball and a blue ball.,A-AB-B,a yellow ball,a yellow ball and a blue ball,a blue ball,yellow,blue,green,grey,Bad,Good,falcon-7b,good,0.7903685617203897,0.20963143827961034
Martyetal_2022,Exp_4,75,Test,High,Negative,FC,Good,Sam,It is not certain that the mystery box contains both a blue ball and a yellow ball.,A-AB-B,a blue ball,a blue ball and a yellow ball,a yellow ball,blue,yellow,grey,green,Bad,Good,falcon-7b,bad,0.43206338921230675,0.5679366107876932
Martyetal_2022,Exp_4,76,Test,High,Positive,SI,Target,Sam,It is possible that the mystery box contains a yellow ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,green,grey,blue,Bad,Good,falcon-7b,good,0.5957277698063395,0.40427223019366065
Martyetal_2022,Exp_4,77,Test,High,Negative,II,Good,Mia,The mystery box does not contain both a grey ball and a blue ball.,A-B-A,a grey ball,a blue ball,a grey ball,grey,blue,yellow,green,Bad,Good,falcon-7b,bad,0.4078049948224547,0.5921950051775454
Martyetal_2022,Exp_4,78,Test,High,Positive,DIST,Good,Mia,It is certain that the mystery box contains either a yellow ball or a blue ball.,A-AB-B,a yellow ball,a yellow ball and a blue ball,a blue ball,yellow,blue,green,grey,Bad,Good,falcon-7b,bad,0.3315524592872648,0.6684475407127353
Martyetal_2022,Exp_4,79,Test,High,Positive,SI,Good,Mia,It is possible that the mystery box contains a grey ball.,A-D-C,a grey ball,a blue ball,a yellow ball,grey,green,yellow,blue,Bad,Good,falcon-7b,bad,0.34886693734342306,0.6511330626565769
Martyetal_2022,Exp_4,80,Test,High,Positive,DIST,Bad,Mia,It is certain that the mystery box contains either a blue ball or a yellow ball.,A-C-B,a blue ball,a green ball,a yellow ball,blue,yellow,green,grey,Bad,Good,falcon-7b,good,0.6199315763558614,0.38006842364413856
Martyetal_2022,Exp_4,81,Test,High,Negative,II,Bad,Mia,The mystery box does not contain both a green ball and a yellow ball.,AB-AB-AB,a green ball and a yellow ball,a green ball and a yellow ball,a green ball and a yellow ball,green,yellow,grey,blue,Bad,Good,falcon-7b,bad,0.4914559099123137,0.5085440900876863
Martyetal_2022,Exp_4,82,Test,High,Positive,DIST,Target,Mia,It is certain that the mystery box contains either a grey ball or a blue ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,blue,yellow,green,Bad,Good,falcon-7b,bad,0.1681386346876687,0.8318613653123312
Martyetal_2022,Exp_4,83,Test,High,Positive,II,Bad,Sam,The mystery box contains either a yellow ball or a green ball.,D-C-D,a grey ball,a blue ball,a grey ball,yellow,green,blue,grey,Bad,Good,falcon-7b,good,0.5073236949260119,0.4926763050739881
Martyetal_2022,Exp_4,84,Test,High,Negative,SI,Good,Sam,It is not certain that the mystery box contains a grey ball.,A-D-A,a grey ball,a blue ball,a grey ball,grey,yellow,green,blue,Bad,Good,falcon-7b,bad,0.21667379410865026,0.7833262058913498
Martyetal_2022,Exp_4,85,Test,High,Negative,SI,Good,Mia,It is not certain that the mystery box contains a grey ball.,A-D-A,a grey ball,a yellow ball,a grey ball,grey,green,blue,yellow,Bad,Good,falcon-7b,bad,0.4475810174652411,0.552418982534759
Martyetal_2022,Exp_4,86,Test,High,Positive,II,Good,Mia,The mystery box contains either a blue ball or a yellow ball.,A-B-A,a blue ball,a yellow ball,a blue ball,blue,yellow,green,grey,Bad,Good,falcon-7b,bad,0.33840500603549845,0.6615949939645015
Martyetal_2022,Exp_4,87,Test,High,Positive,FC,Bad,Sam,It is possible that the mystery box contains either a grey ball or a green ball.,D-C-D,a blue ball,a yellow ball,a blue ball,grey,green,yellow,blue,Bad,Good,falcon-7b,bad,0.15974102335538917,0.8402589766446108
Martyetal_2022,Exp_4,88,Test,High,Negative,II,Bad,Mia,The mystery box does not contain both a grey ball and a green ball.,AB-AB-AB,a grey ball and a green ball,a grey ball and a green ball,a grey ball and a green ball,grey,green,blue,yellow,Bad,Good,falcon-7b,bad,0.4019225295072036,0.5980774704927965
Martyetal_2022,Exp_4,89,Test,High,Negative,II,Bad,Sam,The mystery box does not contain both a green ball and a yellow ball.,AB-AB-AB,a green ball and a yellow ball,a green ball and a yellow ball,a green ball and a yellow ball,green,yellow,grey,blue,Bad,Good,falcon-7b,bad,0.18944610130946277,0.8105538986905372
Martyetal_2022,Exp_4,90,Test,High,Negative,DIST,Good,Sam,It is not possible that the mystery box contains both a green ball and a grey ball.,A-B-A,a green ball,a grey ball,a green ball,green,grey,yellow,blue,Bad,Good,falcon-7b,bad,0.29594158978032303,0.704058410219677
Martyetal_2022,Exp_4,91,Test,High,Positive,SI,Target,Sam,It is possible that the mystery box contains a green ball.,A-A-A,a green ball,a green ball,a green ball,green,yellow,blue,grey,Bad,Good,falcon-7b,bad,0.31679183927800897,0.683208160721991
Martyetal_2022,Exp_4,92,Test,High,Negative,II,Good,Mia,The mystery box does not contain both a yellow ball and a grey ball.,A-B-A,a yellow ball,a grey ball,a yellow ball,yellow,grey,green,blue,Bad,Good,falcon-7b,bad,0.251555759900099,0.7484442400999011
Martyetal_2022,Exp_4,93,Test,High,Positive,FC,Good,Mia,It is possible that the mystery box contains either a grey ball or a green ball.,A-C-B,a grey ball,a blue ball,a green ball,grey,green,blue,yellow,Bad,Good,falcon-7b,good,0.583322042053565,0.416677957946435
Martyetal_2022,Exp_4,94,Test,High,Negative,II,Target,Sam,The mystery box does not contain both a green ball and a yellow ball.,A-A-A,a green ball,a green ball,a green ball,green,yellow,grey,blue,Bad,Good,falcon-7b,bad,0.4432388992557973,0.5567611007442027
Martyetal_2022,Exp_4,95,Test,High,Negative,FC,Good,Mia,It is not certain that the mystery box contains both a yellow ball and a blue ball.,A-AB-B,a yellow ball,a yellow ball and a blue ball,a blue ball,yellow,blue,green,grey,Bad,Good,falcon-7b,good,0.7004851935462563,0.2995148064537436
Martyetal_2022,Exp_4,96,Test,High,Positive,DIST,Bad,Mia,It is certain that the mystery box contains either a blue ball or a yellow ball.,A-C-B,a blue ball,a grey ball,a yellow ball,blue,yellow,grey,green,Bad,Good,falcon-7b,bad,0.42847252569977934,0.5715274743002207
Martyetal_2022,Exp_4,25,Test,High,Negative,SI,Bad,Mia,It is not certain that the mystery box contains a yellow ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,green,grey,blue,Bad,Good,Llama-2-13b-chat-hf,good,0.6315943044052867,0.3684056955947133
Martyetal_2022,Exp_4,26,Test,High,Positive,DIST,Good,Mia,It is certain that the mystery box contains either a grey ball or a blue ball.,A-AB-B,a grey ball,a grey ball and a blue ball,a blue ball,grey,blue,green,yellow,Bad,Good,Llama-2-13b-chat-hf,good,0.579400408904987,0.42059959109501305
Martyetal_2022,Exp_4,27,Test,High,Negative,FC,Target,Mia,It is not certain that the mystery box contains both a yellow ball and a green ball.,A-AB-A,a yellow ball,a yellow and a green ball,a yellow ball,yellow,green,grey,blue,Bad,Good,Llama-2-13b-chat-hf,bad,0.48377035192782775,0.5162296480721722
Martyetal_2022,Exp_4,28,Test,High,Negative,DIST,Good,Sam,It is not possible that the mystery box contains both a blue ball and a yellow ball.,A-B-A,a blue ball,a yellow ball,a blue ball,blue,yellow,green,grey,Bad,Good,Llama-2-13b-chat-hf,good,0.6577582969563169,0.34224170304368307
Martyetal_2022,Exp_4,29,Test,High,Positive,II,Good,Sam,The mystery box contains either a grey ball or a green ball.,A-B-A,a grey ball,a green ball,a grey ball,grey,green,yellow,blue,Bad,Good,Llama-2-13b-chat-hf,good,0.6339769774981697,0.3660230225018303
Martyetal_2022,Exp_4,30,Test,High,Positive,FC,Target,Mia,It is possible that the mystery box contains either a grey ball or a blue ball.,A-C-A,a grey ball,a yellow ball,a grey ball,grey,blue,yellow,green,Bad,Good,Llama-2-13b-chat-hf,good,0.5200088401584225,0.47999115984157753
Martyetal_2022,Exp_4,31,Test,High,Positive,II,Target,Sam,The mystery box contains either a grey ball or a green ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,green,blue,yellow,Bad,Good,Llama-2-13b-chat-hf,good,0.6048658212215559,0.3951341787784442
Martyetal_2022,Exp_4,32,Test,High,Negative,II,Good,Mia,The mystery box does not contain both a grey ball and a green ball.,A-B-A,a grey ball,a green ball,a grey ball,grey,green,blue,yellow,Bad,Good,Llama-2-13b-chat-hf,good,0.6142783174005588,0.3857216825994412
Martyetal_2022,Exp_4,33,Test,High,Positive,FC,Target,Sam,It is possible that the mystery box contains either a yellow ball or a green ball.,A-C-A,a yellow ball,a grey ball,a yellow ball,yellow,green,grey,blue,Bad,Good,Llama-2-13b-chat-hf,good,0.6286354183147997,0.3713645816852001
Martyetal_2022,Exp_4,34,Test,High,Positive,SI,Bad,Mia,It is possible that the mystery box contains a yellow ball.,D-D-D,a green ball,a green ball,a green ball,yellow,blue,grey,green,Bad,Good,Llama-2-13b-chat-hf,good,0.6488002028418869,0.3511997971581132
Martyetal_2022,Exp_4,35,Test,High,Positive,SI,Good,Sam,It is possible that the mystery box contains a green ball.,A-D-C,a green ball,a yellow ball,a grey ball,green,blue,grey,yellow,Bad,Good,Llama-2-13b-chat-hf,good,0.6317079118195136,0.36829208818048637
Martyetal_2022,Exp_4,36,Test,High,Negative,FC,Target,Sam,It is not certain that the mystery box contains both a green ball and a blue ball.,A-AB-A,a green ball,a green ball and a blue ball,a green ball,green,blue,grey,yellow,Bad,Good,Llama-2-13b-chat-hf,good,0.6206216158802703,0.3793783841197297
Martyetal_2022,Exp_4,37,Test,High,Negative,FC,Bad,Sam,It is not certain that the mystery box contains both a blue ball and a grey ball.,AB-AB-AB,a blue ball and a grey ball,a blue ball and a grey ball,a blue ball and a grey ball,blue,grey,yellow,green,Bad,Good,Llama-2-13b-chat-hf,good,0.5513321761900454,0.44866782380995457
Martyetal_2022,Exp_4,38,Test,High,Positive,DIST,Target,Mia,It is certain that the mystery box contains either a green ball or a grey ball.,A-A-A,a green ball,a green ball,a green ball,green,grey,blue,yellow,Bad,Good,Llama-2-13b-chat-hf,good,0.6731379586836932,0.32686204131630675
Martyetal_2022,Exp_4,39,Test,High,Negative,DIST,Good,Sam,It is not possible that the mystery box contains both a blue ball and a grey ball.,A-B-A,a blue ball,a grey ball,a blue ball,blue,grey,yellow,green,Bad,Good,Llama-2-13b-chat-hf,good,0.5457699469764457,0.45423005302355435
Martyetal_2022,Exp_4,40,Test,High,Negative,DIST,Target,Sam,It is not possible that the mystery box contains both a yellow ball and a green ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,green,grey,blue,Bad,Good,Llama-2-13b-chat-hf,good,0.6590212333019869,0.340978766698013
Martyetal_2022,Exp_4,41,Test,High,Positive,DIST,Bad,Sam,It is certain that the mystery box contains either a green ball or a grey ball.,A-C-B,a green ball,a blue ball,a grey ball,green,grey,blue,yellow,Bad,Good,Llama-2-13b-chat-hf,good,0.7225759614438221,0.2774240385561781
Martyetal_2022,Exp_4,42,Test,High,Positive,DIST,Target,Mia,It is certain that the mystery box contains either a yellow ball or a blue ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,blue,green,grey,Bad,Good,Llama-2-13b-chat-hf,good,0.6237207254690718,0.3762792745309283
Martyetal_2022,Exp_4,43,Test,High,Negative,FC,Bad,Mia,It is not certain that the mystery box contains both a yellow ball and a grey ball.,AB-AB-AB,a yellow ball and a grey ball,a yellow ball and a grey ball,a yellow ball and a grey ball,yellow,grey,green,blue,Bad,Good,Llama-2-13b-chat-hf,good,0.5950219975882319,0.4049780024117681
Martyetal_2022,Exp_4,44,Test,High,Positive,SI,Good,Sam,It is possible that the mystery box contains a grey ball.,A-D-C,a grey ball,a yellow ball,a blue ball,grey,green,blue,yellow,Bad,Good,Llama-2-13b-chat-hf,bad,0.49145590991231375,0.5085440900876863
Martyetal_2022,Exp_4,45,Test,High,Positive,II,Bad,Sam,The mystery box contains either a blue ball or a grey ball.,D-C-D,a green ball,a yellow ball,a green ball,blue,grey,yellow,green,Bad,Good,Llama-2-13b-chat-hf,bad,0.4675748671671171,0.5324251328328828
Martyetal_2022,Exp_4,46,Test,High,Negative,SI,Target,Sam,It is not certain that the mystery box contains a blue ball.,D-D-D,a grey ball,a grey ball,a grey ball,blue,yellow,green,grey,Bad,Good,Llama-2-13b-chat-hf,bad,0.4812100247753272,0.5187899752246727
Martyetal_2022,Exp_4,47,Test,High,Negative,DIST,Bad,Mia,It is not possible that the mystery box contains both a yellow ball and a blue ball.,A-AB-B,a yellow ball,a yellow ball and a blue ball,a blue ball,yellow,blue,green,grey,Bad,Good,Llama-2-13b-chat-hf,good,0.6097565639193715,0.39024343608062845
Martyetal_2022,Exp_4,48,Test,High,Positive,II,Bad,Sam,The mystery box contains either a grey ball or a yellow ball.,D-C-D,a green ball,a blue ball,a green ball,grey,yellow,blue,green,Bad,Good,Llama-2-13b-chat-hf,good,0.6489114537896132,0.35108854621038676
Martyetal_2022,Exp_4,49,Test,High,Positive,FC,Good,Mia,It is possible that the mystery box contains either a yellow ball or a grey ball.,A-C-B,a yellow ball,a blue ball,a grey ball,yellow,grey,blue,green,Bad,Good,Llama-2-13b-chat-hf,good,0.6646491546837342,0.3353508453162658
Martyetal_2022,Exp_4,50,Test,High,Positive,FC,Bad,Mia,It is possible that the mystery box contains either a yellow ball or a blue ball.,D-C-D,a grey ball,a green ball,a grey ball,yellow,blue,green,grey,Bad,Good,Llama-2-13b-chat-hf,good,0.7046176643981331,0.29538233560186694
Martyetal_2022,Exp_4,51,Test,High,Positive,FC,Bad,Sam,It is possible that the mystery box contains either a grey ball or a green ball.,D-C-D,a yellow ball,a blue ball,a yellow ball,grey,green,blue,yellow,Bad,Good,Llama-2-13b-chat-hf,good,0.5312093733737563,0.4687906266262437
Martyetal_2022,Exp_4,52,Test,High,Negative,SI,Bad,Sam,It is not certain that the mystery box contains a green ball.,A-A-A,a green ball,a green ball,a green ball,green,yellow,grey,blue,Bad,Good,Llama-2-13b-chat-hf,bad,0.42321962417603926,0.5767803758239607
Martyetal_2022,Exp_4,53,Test,High,Positive,SI,Target,Sam,It is possible that the mystery box contains a blue ball.,A-A-A,a blue ball,a blue ball,a blue ball,blue,grey,yellow,green,Bad,Good,Llama-2-13b-chat-hf,good,0.5475850416589763,0.4524149583410238
